251584.86	645437.7	3.91	3.91
251584.86	645427.7	3.91	3.91
251584.86	645417.7	3.92	3.92
251584.86	645407.7	3.78	3.78
251584.86	645397.7	3.59	3.59
251584.86	645387.7	3.5	3.5
251584.86	645377.7	3.53	3.53
251584.86	645367.7	3.45	3.45
251584.86	645357.7	3.36	3.36
251584.86	645347.7	3.37	3.37
251584.86	645337.7	3.29	3.29
251584.86	645327.7	3.68	3.68
251584.86	645317.7	3.76	3.76
251584.86	645307.7	3.78	3.78
251584.86	645297.7	3.67	3.67
251584.86	645287.7	3.78	3.78
251584.86	645277.7	3.5	3.5
251594.86	645667.7	3.77	3.77
251594.86	645657.7	4.05	4.05
251594.86	645647.7	3.81	3.81
251594.86	645637.7	3.75	3.75
251594.86	645457.7	3.8	3.8
251594.86	645447.7	3.96	3.96
251594.86	645437.7	3.88	3.88
251594.86	645427.7	3.85	3.85
251594.86	645417.7	3.83	3.83
251594.86	645407.7	3.81	3.81
251594.86	645397.7	3.75	3.75
251594.86	645387.7	3.75	3.75
251594.86	645377.7	3.76	3.76
251594.86	645367.7	3.75	3.75
251594.86	645357.7	3.77	3.77
251594.86	645347.7	3.63	3.63
251594.86	645337.7	3.49	3.49
251594.86	645327.7	3.4	3.4
251594.86	645317.7	3.5	3.5
251594.86	645307.7	3.73	3.73
251594.86	645297.7	3.82	3.82
251594.86	645287.7	3.78	3.78
251594.86	645277.7	3.81	3.81
251594.86	645267.7	3.77	3.77
251604.86	645667.7	3.9	3.9
251604.86	645657.7	4.03	4.03
251604.86	645647.7	3.78	3.78
251604.86	645637.7	3.84	3.84
251604.86	645627.7	3.83	3.83
251604.86	645617.7	3.88	3.88
251604.86	645607.7	3.82	3.82
251604.86	645437.7	3.8	3.8
251604.86	645427.7	3.91	3.91
251604.86	645417.7	3.88	3.88
251604.86	645407.7	3.73	3.73
251604.86	645397.7	3.73	3.73
251604.86	645387.7	3.75	3.75
251604.86	645377.7	3.76	3.76
251604.86	645367.7	3.77	3.77
251604.86	645357.7	3.77	3.77
251604.86	645347.7	3.78	3.78
251604.86	645337.7	3.79	3.79
251604.86	645327.7	3.79	3.79
251604.86	645317.7	3.78	3.78
251604.86	645307.7	3.8	3.8
251604.86	645297.7	3.79	3.79
251604.86	645287.7	3.82	3.82
251604.86	645277.7	3.82	3.82
251604.86	645267.7	3.77	3.77
251604.86	645257.7	3.81	3.81
251614.86	645667.7	3.81	3.81
251614.86	645657.7	3.71	3.71
251614.86	645647.7	3.62	3.62
251614.86	645637.7	3.65	3.65
251614.86	645627.7	3.43	3.43
251614.86	645617.7	3.79	3.79
251614.86	645607.7	3.77	3.77
251614.86	645597.7	3.76	3.76
251614.86	645587.7	3.84	3.84
251614.86	645407.7	3.72	3.72
251614.86	645397.7	3.71	3.71
251614.86	645387.7	3.74	3.74
251614.86	645377.7	3.75	3.75
251614.86	645367.7	3.75	3.75
251614.86	645357.7	3.77	3.77
251614.86	645347.7	3.77	3.77
251614.86	645337.7	3.78	3.78
251614.86	645327.7	3.79	3.79
251614.86	645317.7	3.8	3.8
251614.86	645307.7	3.8	3.8
251614.86	645297.7	3.81	3.81
251614.86	645287.7	3.81	3.81
251614.86	645277.7	3.81	3.81
251614.86	645267.7	3.81	3.81
251614.86	645257.7	3.85	3.85
251614.86	645247.7	3.88	3.88
251624.86	645677.7	3.94	3.94
251624.86	645667.7	3.72	3.72
251624.86	645657.7	3.68	3.68
251624.86	645647.7	3.63	3.63
251624.86	645637.7	3.51	3.51
251624.86	645627.7	3.59	3.59
251624.86	645617.7	3.55	3.55
251624.86	645607.7	3.54	3.54
251624.86	645597.7	3.72	3.72
251624.86	645587.7	3.69	3.69
251624.86	645577.7	3.78	3.78
251624.86	645347.7	3.77	3.77
251624.86	645337.7	3.78	3.78
251624.86	645327.7	3.78	3.78
251624.86	645317.7	3.79	3.79
251624.86	645297.7	3.73	3.73
251624.86	645287.7	3.81	3.81
251624.86	645277.7	3.78	3.78
251624.86	645267.7	3.84	3.84
251624.86	645257.7	3.89	3.89
251624.86	645247.7	3.85	3.85
251624.86	645237.7	3.62	3.62
251624.86	645227.7	3.58	3.58
251634.86	645677.7	3.82	3.82
251634.86	645667.7	4.02	4.02
251634.86	645657.7	3.88	3.88
251634.86	645647.7	3.66	3.66
251634.86	645637.7	3.49	3.49
251634.86	645627.7	3.71	3.71
251634.86	645617.7	3.5	3.5
251634.86	645607.7	3.22	3.22
251634.86	645597.7	3.7	3.7
251634.86	645587.7	3.77	3.77
251634.86	645577.7	3.73	3.73
251634.86	645567.7	3.68	3.68
251634.86	645277.7	3.83	3.83
